
@RELATION joint

@ATTRIBUTE attr_0           STRING
@ATTRIBUTE attr_1           STRING
@ATTRIBUTE attr_2           STRING
@ATTRIBUTE attr_3           STRING
@ATTRIBUTE attr_4           STRING
@ATTRIBUTE attr_5           STRING
@ATTRIBUTE attr_6           STRING
@ATTRIBUTE attr_7           STRING
@ATTRIBUTE firstword        {0,1}
@ATTRIBUTE lastword         {0,1}
@ATTRIBUTE word             string
@ATTRIBUTE wordsafter       NUMERIC
@ATTRIBUTE wordsafterperc   NUMERIC
@ATTRIBUTE wordsbefore      NUMERIC
@ATTRIBUTE wordsbeforeperc  NUMERIC

@ATTRIBUTE class        {0,1,2,3,4}

@DATA
N,C,M,S,0,0,0,0,0,1,tiempo,0,0.0,5,0.833333333333,4
V,M,I,S,3,S,0,0,1,0,Demostró,5,0.833333333333,0,0.0,3
D,P,3,C,S,0,0,0,0,0,su,4,0.666666666667,1,0.166666666667,0
N,C,F,S,0,0,0,0,0,0,aptitud,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,0,0,para,2,0.333333333333,3,0.5,0
D,A,0,M,S,0,0,0,0,0,el,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,0,1,ciclismo,0,0.0,5,0.833333333333,4
V,M,I,S,3,S,0,0,1,0,Conoció,5,0.833333333333,0,0.0,3
D,A,0,F,S,0,0,0,0,0,la,4,0.666666666667,1,0.166666666667,1
N,C,F,S,0,0,0,0,0,0,malignidad,3,0.5,2,0.333333333333,2
S,P,S,0,0,0,0,0,0,0,de,2,0.333333333333,3,0.5,1
D,A,0,F,S,0,0,0,0,0,la,1,0.166666666667,4,0.666666666667,1
A,Q,0,F,S,0,0,0,0,1,dueñesca,0,0.0,5,0.833333333333,4
D,A,0,F,S,0,0,0,1,0,La,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,0,0,poisa,6,0.75,1,0.125,3
V,S,I,P,3,S,0,0,0,0,es,5,0.625,2,0.25,1
D,A,0,F,S,0,0,0,0,0,la,4,0.5,3,0.375,1
N,C,F,S,0,0,0,0,0,0,cáscara,3,0.375,4,0.5,2
S,P,S,0,0,0,0,0,0,0,de,2,0.25,5,0.625,1
D,A,0,M,P,0,0,0,0,0,los,1,0.125,6,0.75,1
N,C,M,P,0,0,0,0,0,1,granos,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,1,0,El,7,0.875,0,0.0,0
N,C,M,S,0,0,0,0,0,0,algoritmo,6,0.75,1,0.125,3
P,0,0,0,0,0,0,0,0,0,se,5,0.625,2,0.25,1
V,M,I,P,3,S,0,0,0,0,representa,4,0.5,3,0.375,3
S,P,S,0,0,0,0,0,0,0,con,3,0.375,4,0.5,1
D,A,0,F,S,0,0,0,0,0,la,2,0.25,5,0.625,1
N,C,F,S,0,0,0,0,0,0,letra,1,0.125,6,0.75,4
N,C,F,S,0,0,0,0,0,1,ípsilon,0,0.0,7,0.875,4
V,S,I,P,3,S,0,0,1,0,Es,7,0.875,0,0.0,0
D,I,0,F,S,0,0,0,0,0,una,6,0.75,1,0.125,1
N,C,F,S,0,0,0,0,0,0,substancia,5,0.625,2,0.25,3
A,Q,0,F,S,0,0,0,0,0,pústina,4,0.5,3,0.375,3
S,P,S,0,0,0,0,0,0,0,para,3,0.375,4,0.5,0
V,M,N,0,0,0,0,0,0,0,humectar,2,0.25,5,0.625,1
D,A,0,F,S,0,0,0,0,0,la,1,0.125,6,0.75,1
N,C,F,S,0,0,0,0,0,1,piel,0,0.0,7,0.875,4
P,P,1,C,S,0,0,0,1,0,Me,5,0.833333333333,0,0.0,1
V,M,I,P,3,S,0,0,0,0,molesta,4,0.666666666667,1,0.166666666667,3
D,A,0,M,S,0,0,0,0,0,el,3,0.5,2,0.333333333333,1
N,C,M,S,0,0,0,0,0,0,rimbombo,2,0.333333333333,3,0.5,2
S,P,S,0,0,0,0,0,0,0,del,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,0,1,timbre,0,0.0,5,0.833333333333,4
N,P,0,0,0,0,0,0,1,0,Riveiro,5,0.833333333333,0,0.0,3
V,M,I,P,3,S,0,0,0,0,deglute,4,0.666666666667,1,0.166666666667,0
D,A,0,M,S,0,0,0,0,0,el,3,0.5,2,0.333333333333,1
N,C,M,S,0,0,0,0,0,0,faisán,2,0.333333333333,3,0.5,3
S,P,S,0,0,0,0,0,0,0,con,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,0,1,piesco,0,0.0,5,0.833333333333,4
V,S,I,I,1,S,0,0,1,0,Era,6,0.857142857143,0,0.0,0
D,I,0,M,S,0,0,0,0,0,un,5,0.714285714286,1,0.142857142857,0
N,C,M,S,0,0,0,0,0,0,ángel,4,0.571428571429,2,0.285714285714,2
A,Q,0,C,S,0,0,0,0,0,celestial,3,0.428571428571,3,0.428571428571,3
S,P,S,0,0,0,0,0,0,0,de,2,0.285714285714,4,0.571428571429,1
N,C,F,S,0,0,0,0,0,0,corporeidad,1,0.142857142857,5,0.714285714286,4
A,Q,0,F,S,0,0,0,0,1,oblonga,0,0.0,6,0.857142857143,4
V,M,I,I,3,P,0,0,1,0,Veneraban,5,0.833333333333,0,0.0,1
D,I,0,F,S,0,0,0,0,0,una,4,0.666666666667,1,0.166666666667,1
N,C,F,S,0,0,0,0,0,0,deidad,3,0.5,2,0.333333333333,3
A,Q,0,F,S,0,0,0,0,0,mixta,2,0.333333333333,3,0.5,1
C,C,0,0,0,0,0,0,0,0,y,1,0.166666666667,4,0.666666666667,0
A,Q,0,F,S,0,0,0,0,1,heroica,0,0.0,5,0.833333333333,4
D,A,0,F,S,0,0,0,1,0,La,8,0.888888888889,0,0.0,1
N,C,F,S,0,0,0,0,0,0,música,7,0.777777777778,1,0.111111111111,2
S,P,S,0,0,0,0,0,0,0,de,6,0.666666666667,2,0.222222222222,1
D,A,0,M,P,0,0,0,0,0,los,5,0.555555555556,3,0.333333333333,1
N,C,M,P,0,0,0,0,0,0,gaiteros,4,0.444444444444,4,0.444444444444,3
V,M,I,P,3,S,0,0,0,0,arraiga,3,0.333333333333,5,0.555555555556,0
S,P,S,0,0,0,0,0,0,0,en,2,0.222222222222,6,0.666666666667,1
D,P,3,C,S,0,0,0,0,0,su,1,0.111111111111,7,0.777777777778,1
N,C,F,S,0,0,0,0,0,1,sangre,0,0.0,8,0.888888888889,4
P,0,0,0,0,0,0,0,1,0,Se,9,0.9,0,0.0,1
V,M,I,S,3,S,0,0,0,0,celebró,8,0.8,1,0.1,3
D,A,0,M,S,0,0,0,0,0,el,7,0.7,2,0.2,0
N,C,M,S,0,0,0,0,0,0,agnusdéi,6,0.6,3,0.3,4
S,P,S,0,0,0,0,0,0,0,con,5,0.5,4,0.4,1
D,A,0,F,S,0,0,0,0,0,la,4,0.4,5,0.5,1
N,C,F,S,0,0,0,0,0,0,solemnidad,3,0.3,6,0.6,1
S,P,S,0,0,0,0,0,0,0,de,2,0.2,7,0.7,1
D,A,0,F,S,0,0,0,0,0,la,1,0.1,8,0.8,1
N,C,F,S,0,0,0,0,0,1,circunstancia,0,0.0,9,0.9,4
V,M,I,S,3,S,0,0,1,0,Comenzó,5,0.833333333333,0,0.0,0
S,P,S,0,0,0,0,0,0,0,a,4,0.666666666667,1,0.166666666667,0
V,M,N,0,0,0,0,0,0,0,endilgarle,3,0.5,2,0.333333333333,3
N,C,F,P,0,0,0,0,0,0,invectivas,2,0.333333333333,3,0.5,4
C,C,0,0,0,0,0,0,0,0,e,1,0.166666666667,4,0.666666666667,0
N,C,F,P,0,0,0,0,0,1,injurias,0,0.0,5,0.833333333333,4
V,M,I,S,3,S,0,0,1,0,Tuvo,4,0.8,0,0.0,3
C,S,0,0,0,0,0,0,0,0,que,3,0.6,1,0.2,1
V,M,N,0,0,0,0,0,0,0,peinarse,2,0.4,2,0.4,2
C,C,0,0,0,0,0,0,0,0,y,1,0.2,3,0.6,0
V,M,N,0,0,0,0,0,0,1,afeitarse,0,0.0,4,0.8,4
D,A,0,M,S,0,0,0,1,0,El,3,0.75,0,0.0,0
N,C,M,S,0,0,0,0,0,0,afictionado,2,0.5,1,0.25,4
V,S,I,I,1,S,0,0,0,0,era,1,0.25,2,0.5,1
A,Q,0,M,S,0,0,0,0,1,inexperto,0,0.0,3,0.75,4
V,S,I,I,1,S,0,0,1,0,Era,7,0.875,0,0.0,1
D,I,0,M,S,0,0,0,0,0,un,6,0.75,1,0.125,0
N,C,M,S,0,0,0,0,0,0,hombre,5,0.625,2,0.25,3
S,P,S,0,0,0,0,0,0,0,de,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,0,0,pensamiento,3,0.375,4,0.5,1
A,Q,0,M,S,0,0,0,0,0,dogmático,2,0.25,5,0.625,3
C,C,0,0,0,0,0,0,0,0,e,1,0.125,6,0.75,0
A,Q,0,C,S,0,0,0,0,1,invariante,0,0.0,7,0.875,4
V,M,I,S,3,P,0,0,1,0,Propusieron,8,0.888888888889,0,0.0,3
D,I,0,M,S,0,0,0,0,0,un,7,0.777777777778,1,0.111111111111,1
N,C,M,S,0,0,0,0,0,0,plan,6,0.666666666667,2,0.222222222222,2
S,P,S,0,0,0,0,0,0,0,de,5,0.555555555556,3,0.333333333333,1
N,C,F,S,0,0,0,0,0,0,reinversión,4,0.444444444444,4,0.444444444444,3
S,P,S,0,0,0,0,0,0,0,en,3,0.333333333333,5,0.555555555556,1
D,A,0,F,S,0,0,0,0,0,la,2,0.222222222222,6,0.666666666667,0
N,C,F,S,0,0,0,0,0,0,industria,1,0.111111111111,7,0.777777777778,1
A,Q,0,F,S,0,0,0,0,1,metalúrgica,0,0.0,8,0.888888888889,4
D,A,0,M,S,0,0,0,1,0,El,4,0.8,0,0.0,1
N,C,M,S,0,0,0,0,0,0,murciélago,3,0.6,1,0.2,3
V,S,I,P,3,S,0,0,0,0,es,2,0.4,2,0.4,0
D,I,0,M,S,0,0,0,0,0,un,1,0.2,3,0.6,1
N,C,M,S,0,0,0,0,0,1,quiróptero,0,0.0,4,0.8,4
D,A,0,M,S,0,0,0,1,0,El,5,0.833333333333,0,0.0,0
N,C,M,S,0,0,0,0,0,0,edil,4,0.666666666667,1,0.166666666667,3
V,M,I,S,3,S,0,0,0,0,propuso,3,0.5,2,0.333333333333,3
D,I,0,M,S,0,0,0,0,0,un,2,0.333333333333,3,0.5,0
A,Q,0,M,S,0,0,0,0,0,nuevo,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,0,1,canon,0,0.0,5,0.833333333333,4
D,A,0,F,S,0,0,0,1,0,La,4,0.8,0,0.0,0
N,C,F,S,0,0,0,0,0,0,araucana,3,0.6,1,0.2,3
V,M,I,P,3,S,0,0,0,0,teje,2,0.4,2,0.4,1
D,I,0,M,S,0,0,0,0,0,un,1,0.2,3,0.6,1
N,C,M,S,0,0,0,0,0,1,felpudo,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,1,0,Comenzó,5,0.833333333333,0,0.0,0
S,P,S,0,0,0,0,0,0,0,a,4,0.666666666667,1,0.166666666667,1
V,M,N,0,0,0,0,0,0,0,cundir,3,0.5,2,0.333333333333,4
D,D,0,F,S,0,0,0,0,0,esa,2,0.333333333333,3,0.5,1
N,C,F,S,0,0,0,0,0,0,actitud,1,0.166666666667,4,0.666666666667,1
A,Q,0,C,S,0,0,0,0,1,negligente,0,0.0,5,0.833333333333,4
P,I,0,M,P,0,0,0,1,0,Algunos,6,0.857142857143,0,0.0,1
V,M,I,P,3,P,0,0,0,0,dicen,5,0.714285714286,1,0.142857142857,3
N,C,F,S,0,0,0,0,0,0,gamba,4,0.571428571429,2,0.285714285714,4
S,P,S,0,0,0,0,0,0,0,en,3,0.428571428571,3,0.428571428571,1
S,P,S,0,0,0,0,0,0,0,vez,2,0.285714285714,4,0.571428571429,1
S,P,S,0,0,0,0,0,0,0,de,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,0,1,pierna,0,0.0,6,0.857142857143,4
V,M,I,P,3,P,0,0,1,0,Examinan,5,0.833333333333,0,0.0,3
D,A,0,F,S,0,0,0,0,0,la,4,0.666666666667,1,0.166666666667,1
N,C,F,S,0,0,0,0,0,0,fluencia,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,0,0,de,2,0.333333333333,3,0.5,1
D,A,0,M,P,0,0,0,0,0,los,1,0.166666666667,4,0.666666666667,1
N,C,M,P,0,0,0,0,0,1,leucocitos,0,0.0,5,0.833333333333,4
P,0,0,0,0,0,0,0,1,0,Se,8,0.888888888889,0,0.0,0
V,M,I,I,1,S,0,0,0,0,hallaba,7,0.777777777778,1,0.111111111111,3
S,P,S,0,0,0,0,0,0,0,a,6,0.666666666667,2,0.222222222222,1
Z,0,0,0,0,0,0,0,0,0,dos,5,0.555555555556,3,0.333333333333,1
N,C,F,P,0,0,0,0,0,0,leguas,4,0.444444444444,4,0.444444444444,3
S,P,S,0,0,0,0,0,0,0,del,3,0.333333333333,5,0.555555555556,0
N,C,M,S,0,0,0,0,0,0,umbral,2,0.222222222222,6,0.666666666667,2
S,P,S,0,0,0,0,0,0,0,del,1,0.111111111111,7,0.777777777778,1
N,C,M,S,0,0,0,0,0,1,feudo,0,0.0,8,0.888888888889,4
V,A,I,P,3,S,0,0,1,0,Está,6,0.857142857143,0,0.0,0
N,C,M,S,0,0,0,0,0,0,adscripto,5,0.714285714286,1,0.142857142857,3
S,P,S,0,0,0,0,0,0,0,a,4,0.571428571429,2,0.285714285714,1
D,A,0,F,S,0,0,0,0,0,la,3,0.428571428571,3,0.428571428571,1
N,C,F,S,0,0,0,0,0,0,cátedra,2,0.285714285714,4,0.571428571429,1
S,P,S,0,0,0,0,0,0,0,de,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,0,1,lingüística,0,0.0,6,0.857142857143,4
V,M,I,S,3,S,0,0,1,0,Hizo,3,0.75,0,0.0,3
N,C,F,P,0,0,0,0,0,0,xilografías,2,0.5,1,0.25,3
S,P,S,0,0,0,0,0,0,0,en,1,0.25,2,0.5,0
N,P,0,0,0,0,0,0,0,1,Egipto,0,0.0,3,0.75,4
D,A,0,M,P,0,0,0,1,0,Los,3,0.75,0,0.0,0
N,C,C,P,0,0,0,0,0,0,suplentes,2,0.5,1,0.25,3
V,A,I,P,3,P,0,0,0,0,están,1,0.25,2,0.5,1
V,M,P,0,0,P,M,0,0,1,resfriados,0,0.0,3,0.75,4
D,A,0,F,S,0,0,0,1,0,La,3,0.75,0,0.0,1
N,C,F,S,0,0,0,0,0,0,felpa,2,0.5,1,0.25,3
V,A,I,P,3,S,0,0,0,0,está,1,0.25,2,0.5,0
V,M,P,0,0,S,F,0,0,1,apelmazada,0,0.0,3,0.75,4
V,M,I,I,1,S,0,0,1,0,Necesitaba,5,0.833333333333,0,0.0,1
D,I,0,M,S,0,0,0,0,0,un,4,0.666666666667,1,0.166666666667,0
N,C,M,S,0,0,0,0,0,0,enfriador,3,0.5,2,0.333333333333,4
S,P,S,0,0,0,0,0,0,0,para,2,0.333333333333,3,0.5,0
D,A,0,M,S,0,0,0,0,0,el,1,0.166666666667,4,0.666666666667,0
N,C,M,S,0,0,0,0,0,1,iglú,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,1,0,El,5,0.833333333333,0,0.0,1
N,C,M,S,0,0,0,0,0,0,dintel,4,0.666666666667,1,0.166666666667,4
V,M,I,P,3,S,0,0,0,0,apoya,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,0,0,en,2,0.333333333333,3,0.5,1
D,A,0,M,P,0,0,0,0,0,los,1,0.166666666667,4,0.666666666667,1
N,C,M,P,0,0,0,0,0,1,capialgos,0,0.0,5,0.833333333333,4
V,M,I,I,1,S,0,0,1,0,Debía,3,0.75,0,0.0,1
V,M,N,0,0,0,0,0,0,0,mezclarlo,2,0.5,1,0.25,3
S,P,S,0,0,0,0,0,0,0,con,1,0.25,2,0.5,1
N,C,F,S,0,0,0,0,0,1,glicerina,0,0.0,3,0.75,4
V,S,I,S,3,S,0,0,1,0,Fue,6,0.857142857143,0,0.0,1
A,Q,0,F,S,0,0,0,0,0,peligrosa,5,0.714285714286,1,0.142857142857,3
D,A,0,F,S,0,0,0,0,0,la,4,0.571428571429,2,0.285714285714,1
N,C,F,S,0,0,0,0,0,0,bifurcación,3,0.428571428571,3,0.428571428571,1
S,P,S,0,0,0,0,0,0,0,de,2,0.285714285714,4,0.571428571429,1
D,A,0,F,P,0,0,0,0,0,las,1,0.142857142857,5,0.714285714286,0
N,C,F,P,0,0,0,0,0,1,esquirlas,0,0.0,6,0.857142857143,4
V,S,I,P,3,P,0,0,1,0,Son,4,0.8,0,0.0,1
N,C,C,P,0,0,0,0,0,0,lentes,3,0.6,1,0.2,3
A,Q,0,C,P,0,0,0,0,0,bicapsulares,2,0.4,2,0.4,3
C,C,0,0,0,0,0,0,0,0,y,1,0.2,3,0.6,1
A,Q,0,M,P,0,0,0,0,1,convexos,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,1,0,Compró,4,0.8,0,0.0,3
D,I,0,M,S,0,0,0,0,0,un,3,0.6,1,0.2,1
N,C,M,S,0,0,0,0,0,0,tonel,2,0.4,2,0.4,2
S,P,S,0,0,0,0,0,0,0,de,1,0.2,3,0.6,1
N,C,M,S,0,0,0,0,0,1,membrillo,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,1,0,Tuvo,4,0.8,0,0.0,3
C,S,0,0,0,0,0,0,0,0,que,3,0.6,1,0.2,1
V,M,N,0,0,0,0,0,0,0,confiarle,2,0.4,2,0.4,3
D,A,0,F,S,0,0,0,0,0,la,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,0,1,postdata,0,0.0,4,0.8,4
V,M,M,0,3,S,0,0,1,0,Averigüe,4,0.8,0,0.0,0
D,A,0,M,S,0,0,0,0,0,el,3,0.6,1,0.2,1
N,C,M,S,0,0,0,0,0,0,significado,2,0.4,2,0.4,3
S,P,S,0,0,0,0,0,0,0,de,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,0,1,conmixtión,0,0.0,4,0.8,4
R,N,0,0,0,0,0,0,1,0,No,4,0.8,0,0.0,1
V,M,I,P,1,S,0,0,0,0,puedo,3,0.6,1,0.2,3
V,M,N,0,0,0,0,0,0,0,desplumar,2,0.4,2,0.4,1
D,A,0,M,S,0,0,0,0,0,el,1,0.2,3,0.6,1
N,C,M,S,0,0,D,0,0,1,colchoncillo,0,0.0,4,0.8,4
V,M,I,I,1,S,0,0,1,0,Tenía,4,0.8,0,0.0,0
V,M,P,0,0,S,M,0,0,0,esguinzado,3,0.6,1,0.2,3
D,A,0,M,S,0,0,0,0,0,el,2,0.4,2,0.4,1
N,C,M,S,0,0,0,0,0,0,tejido,1,0.2,3,0.6,1
A,Q,0,C,S,0,0,0,0,1,muscular,0,0.0,4,0.8,4
V,M,N,0,0,0,0,0,1,0,Ocurrírsele,2,0.666666666667,0,0.0,3
A,Q,0,F,S,0,0,0,0,0,maligna,1,0.333333333333,1,0.333333333333,0
N,C,F,S,0,0,0,0,0,1,idea,0,0.0,2,0.666666666667,4
N,P,0,0,0,0,0,0,1,0,Longuis,4,0.8,0,0.0,4
C,C,0,0,0,0,0,0,0,0,y,3,0.6,1,0.2,1
V,M,I,P,3,S,0,0,0,0,cantimpla,2,0.4,2,0.4,4
V,M,I,P,3,P,0,0,0,0,significan,1,0.2,3,0.6,1
A,Q,0,M,S,0,0,0,0,1,tonto,0,0.0,4,0.8,4
P,0,0,0,0,0,0,0,1,0,se,6,0.857142857143,0,0.0,1
V,M,I,S,3,S,0,0,0,0,ganó,5,0.714285714286,1,0.142857142857,3
D,I,0,M,S,0,0,0,0,0,un,4,0.571428571429,2,0.285714285714,1
N,C,M,N,0,0,0,0,0,0,calientaplatos,3,0.428571428571,3,0.428571428571,4
C,C,0,0,0,0,0,0,0,0,y,2,0.285714285714,4,0.571428571429,0
D,I,0,F,S,0,0,0,0,0,una,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,0,1,freidora,0,0.0,6,0.857142857143,4
V,M,I,S,3,S,0,0,1,0,Salió,4,0.8,0,0.0,1
S,P,S,0,0,0,0,0,0,0,a,3,0.6,1,0.2,1
V,M,N,0,0,0,0,0,0,0,barrer,2,0.4,2,0.4,4
D,A,0,M,S,0,0,0,0,0,el,1,0.2,3,0.6,1
N,C,M,S,0,0,0,0,0,1,macadam,0,0.0,4,0.8,4
N,P,0,0,0,0,0,0,1,0,Xenón,2,0.666666666667,0,0.0,4
V,S,I,S,3,S,0,0,0,0,fue,1,0.333333333333,1,0.333333333333,1
A,Q,0,C,S,0,0,0,0,1,prudente,0,0.0,2,0.666666666667,4
P,P,3,C,S,D,0,0,1,0,Le,6,0.857142857143,0,0.0,1
V,M,I,I,1,S,0,0,0,0,gustaba,5,0.714285714286,1,0.142857142857,3
D,A,0,F,S,0,0,0,0,0,la,4,0.571428571429,2,0.285714285714,1
N,C,F,S,0,0,0,0,0,0,gaita,3,0.428571428571,3,0.428571428571,1
C,C,0,0,0,0,0,0,0,0,y,2,0.285714285714,4,0.571428571429,0
D,A,0,M,S,0,0,0,0,0,el,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,0,1,cantejondo,0,0.0,6,0.857142857143,4
P,0,0,0,0,0,0,0,1,0,Se,5,0.833333333333,0,0.0,1
V,M,I,P,3,S,0,0,0,0,trata,4,0.666666666667,1,0.166666666667,3
S,P,S,0,0,0,0,0,0,0,de,3,0.5,2,0.333333333333,0
D,I,0,F,S,0,0,0,0,0,una,2,0.333333333333,3,0.5,1
N,C,F,S,0,0,0,0,0,0,runfla,1,0.166666666667,4,0.666666666667,1
A,Q,0,F,S,0,0,0,0,1,mafiosa,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,1,0,El,7,0.875,0,0.0,1
N,C,M,S,0,0,0,0,0,0,túnel,6,0.75,1,0.125,3
P,0,0,0,0,0,0,0,0,0,se,5,0.625,2,0.25,1
V,M,I,P,3,S,0,0,0,0,conecta,4,0.5,3,0.375,3
S,P,S,0,0,0,0,0,0,0,con,3,0.375,4,0.5,1
D,A,0,F,P,0,0,0,0,0,las,2,0.25,5,0.625,1
N,C,F,P,0,0,0,0,0,0,napas,1,0.125,6,0.75,1
A,Q,0,F,P,0,0,0,0,1,friáticas,0,0.0,7,0.875,4
P,0,0,0,0,0,0,0,1,0,Se,4,0.8,0,0.0,1
V,M,I,P,3,S,0,0,0,0,comporta,3,0.6,1,0.2,3
R,G,0,0,0,0,0,0,0,0,desenvueltamente,2,0.4,2,0.4,3
D,A,0,F,S,0,0,0,0,0,la,1,0.2,3,0.6,1
N,C,F,S,0,0,D,0,0,1,tontuela,0,0.0,4,0.8,4
N,C,F,S,0,0,0,0,1,0,Lluvia,4,0.8,0,0.0,3
S,P,S,0,0,0,0,0,0,0,con,3,0.6,1,0.2,1
N,C,M,P,0,0,0,0,0,0,truenos,2,0.4,2,0.4,3
S,P,S,0,0,0,0,0,0,0,en,1,0.2,3,0.6,1
N,P,0,0,0,0,0,0,0,1,Medellín,0,0.0,4,0.8,4
D,A,0,M,S,0,0,0,1,0,El,6,0.857142857143,0,0.0,1
N,C,M,N,0,0,0,0,0,0,ciempiés,5,0.714285714286,1,0.142857142857,3
P,0,0,0,0,0,0,0,0,0,se,4,0.571428571429,2,0.285714285714,1
V,M,I,P,3,S,0,0,0,0,desplaza,3,0.428571428571,3,0.428571428571,3
S,P,S,0,0,0,0,0,0,0,por,2,0.285714285714,4,0.571428571429,0
D,A,0,M,S,0,0,0,0,0,el,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,0,1,tablón,0,0.0,6,0.857142857143,4
P,0,0,0,0,0,0,0,1,0,Se,7,0.875,0,0.0,0
V,M,I,I,1,S,0,0,0,0,encontraba,6,0.75,1,0.125,3
S,P,S,0,0,0,0,0,0,0,en,5,0.625,2,0.25,1
D,A,0,F,S,0,0,0,0,0,la,4,0.5,3,0.375,1
N,C,F,S,0,0,0,0,0,0,diáspora,3,0.375,4,0.5,3
S,P,S,0,0,0,0,0,0,0,de,2,0.25,5,0.625,0
D,D,0,M,S,0,0,0,0,0,aquel,1,0.125,6,0.75,0
N,C,M,S,0,0,0,0,0,1,enjambre,0,0.0,7,0.875,4
V,M,I,S,3,P,0,0,1,0,Lograron,4,0.8,0,0.0,3
V,M,N,0,0,0,0,0,0,0,anclar,3,0.6,1,0.2,2
S,P,S,0,0,0,0,0,0,0,en,2,0.4,2,0.4,0
D,A,0,M,S,0,0,0,0,0,el,1,0.2,3,0.6,0
N,P,0,0,0,0,0,0,0,1,Atlántico,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,1,0,Recomendó,6,0.857142857143,0,0.0,4
D,I,0,M,S,0,0,0,0,0,un,5,0.714285714286,1,0.142857142857,1
N,C,M,S,0,0,0,0,0,0,trato,4,0.571428571429,2,0.285714285714,1
A,Q,0,C,S,0,0,0,0,0,coloquial,3,0.428571428571,3,0.428571428571,4
S,P,S,0,0,0,0,0,0,0,a,2,0.285714285714,4,0.571428571429,1
D,A,0,F,S,0,0,0,0,0,la,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,0,1,niñez,0,0.0,6,0.857142857143,4
D,A,0,M,P,0,0,0,1,0,Los,7,0.875,0,0.0,1
N,C,M,P,0,0,0,0,0,0,poiquilotermos,6,0.75,1,0.125,4
V,S,I,P,3,P,0,0,0,0,son,5,0.625,2,0.25,0
A,Q,0,M,P,0,0,0,0,0,aptos,4,0.5,3,0.375,3
S,P,S,0,0,0,0,0,0,0,para,3,0.375,4,0.5,1
V,M,N,0,0,0,0,0,0,0,cambiar,2,0.25,5,0.625,2
D,P,3,C,S,0,0,0,0,0,su,1,0.125,6,0.75,1
N,C,F,S,0,0,0,0,0,1,temperatura,0,0.0,7,0.875,4
V,M,I,I,1,S,0,0,1,0,Vestía,4,0.8,0,0.0,3
D,I,0,M,S,0,0,0,0,0,un,3,0.6,1,0.2,1
A,Q,0,C,S,0,0,0,0,0,tipoi,2,0.4,2,0.4,4
N,C,M,S,0,0,0,0,0,0,estilo,1,0.2,3,0.6,3
A,Q,0,C,S,0,0,0,0,1,matriarcal,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,1,0,Comenzó,4,0.8,0,0.0,3
S,P,S,0,0,0,0,0,0,0,a,3,0.6,1,0.2,0
V,M,N,0,0,0,0,0,0,0,arriar,2,0.4,2,0.4,3
D,A,0,F,S,0,0,0,0,0,la,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,0,1,jauría,0,0.0,4,0.8,4
V,A,I,I,1,S,0,0,1,0,Estaba,4,0.8,0,0.0,1
V,M,P,0,0,S,M,0,0,0,envuelto,3,0.6,1,0.2,3
S,P,S,0,0,0,0,0,0,0,en,2,0.4,2,0.4,0
D,I,0,F,S,0,0,0,0,0,una,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,0,1,cherkera,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,1,0,Cortó,6,0.857142857143,0,0.0,3
D,A,0,M,S,0,0,0,0,0,el,5,0.714285714286,1,0.142857142857,1
N,C,M,S,0,0,0,0,0,0,vidrio,4,0.571428571429,2,0.285714285714,4
S,P,S,0,0,0,0,0,0,0,en,3,0.428571428571,3,0.428571428571,1
N,C,F,S,0,0,0,0,0,0,forma,2,0.285714285714,4,0.571428571429,2
S,P,S,0,0,0,0,0,0,0,de,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,0,1,cuadrángulo,0,0.0,6,0.857142857143,4
D,A,0,F,P,0,0,0,1,0,Las,6,0.857142857143,0,0.0,1
