
@RELATION joint

@ATTRIBUTE attr_0           STRING
@ATTRIBUTE attr_1           STRING
@ATTRIBUTE attr_2           STRING
@ATTRIBUTE attr_3           STRING
@ATTRIBUTE attr_4           STRING
@ATTRIBUTE attr_5           STRING
@ATTRIBUTE attr_6           STRING
@ATTRIBUTE attr_7           STRING
@ATTRIBUTE endswith         STRING
@ATTRIBUTE firstword        STRING
@ATTRIBUTE lastword         STRING
@ATTRIBUTE length           NUMERIC
@ATTRIBUTE nextisverb       STRING
@ATTRIBUTE nextlength       NUMERIC
@ATTRIBUTE nextstartswith   STRING
@ATTRIBUTE nextword         STRING
@ATTRIBUTE word             STRING
@ATTRIBUTE wordsafter       NUMERIC
@ATTRIBUTE wordsafterperc   NUMERIC
@ATTRIBUTE wordsbefore      NUMERIC
@ATTRIBUTE wordsbeforeperc  NUMERIC

@ATTRIBUTE class        {0,1,2,3,4}

@DATA
D,A,0,F,S,0,0,0,V,False,False,2,False,9,C,hidromiel,la,1,0.25,2,0.5,0
N,C,M,S,0,0,0,0,C,False,True,9,False,0,N,1r03r03032,hidromiel,0,0.0,3,0.75,4
V,M,I,S,3,S,0,0,C,True,False,4,False,2,V,al,Miró,5,0.833333333333,0,0.0,1
S,P,S,0,0,0,0,0,C,False,False,2,False,10,V,antropoide,al,4,0.666666666667,1,0.166666666667,0
N,C,M,S,0,0,0,0,V,False,False,10,False,3,C,con,antropoide,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,C,False,False,3,False,3,C,sus,con,2,0.333333333333,3,0.5,1
D,P,3,C,P,0,0,0,C,False,False,3,False,11,C,prismáticos,sus,1,0.166666666667,4,0.666666666667,1
N,C,M,P,0,0,0,0,C,False,True,11,False,0,N,1r03r03032,prismáticos,0,0.0,5,0.833333333333,4
P,0,0,0,0,0,0,0,V,True,False,2,True,6,C,mostró,Se,4,0.8,0,0.0,1
V,M,I,S,3,S,0,0,C,False,False,6,False,7,V,indemne,mostró,3,0.6,1,0.2,3
A,Q,0,C,S,0,0,0,V,False,False,7,False,1,V,e,indemne,2,0.4,2,0.4,4
C,C,0,0,0,0,0,0,V,False,False,1,False,8,V,inactivo,e,1,0.2,3,0.6,0
A,Q,0,M,S,0,0,0,V,False,True,8,False,0,N,1r03r03032,inactivo,0,0.0,4,0.8,4
D,A,0,M,S,0,0,0,C,True,False,2,False,6,C,gaucho,El,3,0.75,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,6,True,7,C,resultó,gaucho,2,0.5,1,0.25,3
V,M,I,S,3,S,0,0,C,False,False,7,True,11,C,damnificado,resultó,1,0.25,2,0.5,1
V,M,P,0,0,S,M,0,V,False,True,11,False,0,N,1r03r03032,damnificado,0,0.0,3,0.75,4
D,A,0,F,S,0,0,0,V,True,False,2,False,8,C,rebelión,La,3,0.75,0,0.0,1
N,C,F,S,0,0,0,0,C,False,False,8,True,7,C,pareció,rebelión,2,0.5,1,0.25,3
V,M,I,S,3,S,0,0,C,False,False,7,False,11,V,ineluctable,pareció,1,0.25,2,0.5,1
A,Q,0,C,S,0,0,0,V,False,True,11,False,0,N,1r03r03032,ineluctable,0,0.0,3,0.75,4
V,M,I,I,1,S,0,0,V,True,False,5,False,2,V,el,Usaba,4,0.8,0,0.0,3
D,A,0,M,S,0,0,0,C,False,False,2,False,6,C,chumbo,el,3,0.6,1,0.2,1
A,Q,0,M,S,0,0,0,V,False,False,6,False,4,C,para,chumbo,2,0.4,2,0.4,3
S,P,S,0,0,0,0,0,V,False,False,4,True,9,C,delinquir,para,1,0.2,3,0.6,1
V,M,N,0,0,0,0,0,C,False,True,9,False,0,N,1r03r03032,delinquir,0,0.0,4,0.8,4
V,M,I,P,3,S,0,0,V,True,False,7,False,1,C,y,Humecta,5,0.833333333333,0,0.0,1
C,C,0,0,0,0,0,0,C,False,False,1,True,5,V,aísla,y,4,0.666666666667,1,0.166666666667,0
V,M,I,P,3,S,0,0,V,False,False,5,False,2,V,al,aísla,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,C,False,False,2,False,5,C,mismo,al,2,0.333333333333,3,0.5,1
A,Q,0,M,S,0,0,0,V,False,False,5,False,6,C,tiempo,mismo,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,tiempo,0,0.0,5,0.833333333333,4
V,M,I,S,3,S,0,0,C,True,False,8,False,2,C,su,Demostró,5,0.833333333333,0,0.0,3
D,P,3,C,S,0,0,0,V,False,False,2,False,7,V,aptitud,su,4,0.666666666667,1,0.166666666667,0
N,C,F,S,0,0,0,0,C,False,False,7,False,4,C,para,aptitud,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,V,False,False,4,False,2,V,el,para,2,0.333333333333,3,0.5,0
D,A,0,M,S,0,0,0,C,False,False,2,False,8,C,ciclismo,el,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,V,False,True,8,False,0,N,1r03r03032,ciclismo,0,0.0,5,0.833333333333,4
V,M,I,S,3,S,0,0,C,True,False,7,False,2,C,la,Conoció,5,0.833333333333,0,0.0,3
D,A,0,F,S,0,0,0,V,False,False,2,False,10,C,malignidad,la,4,0.666666666667,1,0.166666666667,1
N,C,F,S,0,0,0,0,C,False,False,10,False,2,C,de,malignidad,3,0.5,2,0.333333333333,2
S,P,S,0,0,0,0,0,V,False,False,2,False,2,C,la,de,2,0.333333333333,3,0.5,1
D,A,0,F,S,0,0,0,V,False,False,2,False,8,C,dueñesca,la,1,0.166666666667,4,0.666666666667,1
A,Q,0,F,S,0,0,0,V,False,True,8,False,0,N,1r03r03032,dueñesca,0,0.0,5,0.833333333333,4
D,A,0,F,S,0,0,0,V,True,False,2,False,5,C,poisa,La,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,V,False,False,5,True,2,V,es,poisa,6,0.75,1,0.125,3
V,S,I,P,3,S,0,0,C,False,False,2,False,2,C,la,es,5,0.625,2,0.25,1
D,A,0,F,S,0,0,0,V,False,False,2,False,7,C,cáscara,la,4,0.5,3,0.375,1
N,C,F,S,0,0,0,0,V,False,False,7,False,2,C,de,cáscara,3,0.375,4,0.5,2
S,P,S,0,0,0,0,0,V,False,False,2,False,3,C,los,de,2,0.25,5,0.625,1
D,A,0,M,P,0,0,0,C,False,False,3,False,6,C,granos,los,1,0.125,6,0.75,1
N,C,M,P,0,0,0,0,C,False,True,6,False,0,N,1r03r03032,granos,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,C,True,False,2,False,9,V,algoritmo,El,7,0.875,0,0.0,0
N,C,M,S,0,0,0,0,V,False,False,9,False,2,C,se,algoritmo,6,0.75,1,0.125,3
P,0,0,0,0,0,0,0,V,False,False,2,True,10,C,representa,se,5,0.625,2,0.25,1
V,M,I,P,3,S,0,0,V,False,False,10,False,3,C,con,representa,4,0.5,3,0.375,3
S,P,S,0,0,0,0,0,C,False,False,3,False,2,C,la,con,3,0.375,4,0.5,1
D,A,0,F,S,0,0,0,V,False,False,2,False,5,C,letra,la,2,0.25,5,0.625,1
N,C,F,S,0,0,0,0,V,False,False,5,False,7,C,ípsilon,letra,1,0.125,6,0.75,4
N,C,F,S,0,0,0,0,C,False,True,7,False,0,N,1r03r03032,ípsilon,0,0.0,7,0.875,4
V,S,I,P,3,S,0,0,C,True,False,2,False,3,V,una,Es,7,0.875,0,0.0,0
D,I,0,F,S,0,0,0,V,False,False,3,False,10,C,substancia,una,6,0.75,1,0.125,1
N,C,F,S,0,0,0,0,V,False,False,10,False,7,C,pústina,substancia,5,0.625,2,0.25,3
A,Q,0,F,S,0,0,0,V,False,False,7,False,4,C,para,pústina,4,0.5,3,0.375,3
S,P,S,0,0,0,0,0,V,False,False,4,True,8,C,humectar,para,3,0.375,4,0.5,0
V,M,N,0,0,0,0,0,C,False,False,8,False,2,C,la,humectar,2,0.25,5,0.625,1
D,A,0,F,S,0,0,0,V,False,False,2,False,4,C,piel,la,1,0.125,6,0.75,1
N,C,F,S,0,0,0,0,C,False,True,4,False,0,N,1r03r03032,piel,0,0.0,7,0.875,4
P,P,1,C,S,0,0,0,V,True,False,2,True,7,C,molesta,Me,5,0.833333333333,0,0.0,1
V,M,I,P,3,S,0,0,V,False,False,7,False,2,V,el,molesta,4,0.666666666667,1,0.166666666667,3
D,A,0,M,S,0,0,0,C,False,False,2,False,8,C,rimbombo,el,3,0.5,2,0.333333333333,1
N,C,M,S,0,0,0,0,V,False,False,8,False,3,C,del,rimbombo,2,0.333333333333,3,0.5,2
S,P,S,0,0,0,0,0,C,False,False,3,False,6,C,timbre,del,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,timbre,0,0.0,5,0.833333333333,4
N,P,0,0,0,0,0,0,V,True,False,7,True,7,C,deglute,Riveiro,5,0.833333333333,0,0.0,3
V,M,I,P,3,S,0,0,V,False,False,7,False,2,V,el,deglute,4,0.666666666667,1,0.166666666667,0
D,A,0,M,S,0,0,0,C,False,False,2,False,6,C,faisán,el,3,0.5,2,0.333333333333,1
N,C,M,S,0,0,0,0,C,False,False,6,False,3,C,con,faisán,2,0.333333333333,3,0.5,3
S,P,S,0,0,0,0,0,C,False,False,3,False,6,C,piesco,con,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,piesco,0,0.0,5,0.833333333333,4
V,S,I,I,1,S,0,0,V,True,False,3,False,2,V,un,Era,6,0.857142857143,0,0.0,0
D,I,0,M,S,0,0,0,C,False,False,2,False,5,C,ángel,un,5,0.714285714286,1,0.142857142857,0
N,C,M,S,0,0,0,0,C,False,False,5,False,9,C,celestial,ángel,4,0.571428571429,2,0.285714285714,2
A,Q,0,C,S,0,0,0,C,False,False,9,False,2,C,de,celestial,3,0.428571428571,3,0.428571428571,3
S,P,S,0,0,0,0,0,V,False,False,2,False,11,C,corporeidad,de,2,0.285714285714,4,0.571428571429,1
N,C,F,S,0,0,0,0,C,False,False,11,False,7,V,oblonga,corporeidad,1,0.142857142857,5,0.714285714286,4
A,Q,0,F,S,0,0,0,V,False,True,7,False,0,N,1r03r03032,oblonga,0,0.0,6,0.857142857143,4
V,M,I,I,3,P,0,0,C,True,False,9,False,3,V,una,Veneraban,5,0.833333333333,0,0.0,1
D,I,0,F,S,0,0,0,V,False,False,3,False,6,C,deidad,una,4,0.666666666667,1,0.166666666667,1
N,C,F,S,0,0,0,0,C,False,False,6,False,5,C,mixta,deidad,3,0.5,2,0.333333333333,3
A,Q,0,F,S,0,0,0,V,False,False,5,False,1,C,y,mixta,2,0.333333333333,3,0.5,1
C,C,0,0,0,0,0,0,C,False,False,1,False,7,C,heroica,y,1,0.166666666667,4,0.666666666667,0
A,Q,0,F,S,0,0,0,V,False,True,7,False,0,N,1r03r03032,heroica,0,0.0,5,0.833333333333,4
D,A,0,F,S,0,0,0,V,True,False,2,False,6,C,música,La,8,0.888888888889,0,0.0,1
N,C,F,S,0,0,0,0,V,False,False,6,False,2,C,de,música,7,0.777777777778,1,0.111111111111,2
S,P,S,0,0,0,0,0,V,False,False,2,False,3,C,los,de,6,0.666666666667,2,0.222222222222,1
D,A,0,M,P,0,0,0,C,False,False,3,False,8,C,gaiteros,los,5,0.555555555556,3,0.333333333333,1
N,C,M,P,0,0,0,0,C,False,False,8,True,7,V,arraiga,gaiteros,4,0.444444444444,4,0.444444444444,3
V,M,I,P,3,S,0,0,V,False,False,7,False,2,V,en,arraiga,3,0.333333333333,5,0.555555555556,0
S,P,S,0,0,0,0,0,C,False,False,2,False,2,C,su,en,2,0.222222222222,6,0.666666666667,1
D,P,3,C,S,0,0,0,V,False,False,2,False,6,C,sangre,su,1,0.111111111111,7,0.777777777778,1
N,C,F,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,sangre,0,0.0,8,0.888888888889,4
P,0,0,0,0,0,0,0,V,True,False,2,True,7,C,celebró,Se,9,0.9,0,0.0,1
V,M,I,S,3,S,0,0,C,False,False,7,False,2,V,el,celebró,8,0.8,1,0.1,3
D,A,0,M,S,0,0,0,C,False,False,2,False,8,V,agnusdéi,el,7,0.7,2,0.2,0
N,C,M,S,0,0,0,0,V,False,False,8,False,3,C,con,agnusdéi,6,0.6,3,0.3,4
S,P,S,0,0,0,0,0,C,False,False,3,False,2,C,la,con,5,0.5,4,0.4,1
D,A,0,F,S,0,0,0,V,False,False,2,False,10,C,solemnidad,la,4,0.4,5,0.5,1
N,C,F,S,0,0,0,0,C,False,False,10,False,2,C,de,solemnidad,3,0.3,6,0.6,1
S,P,S,0,0,0,0,0,V,False,False,2,False,2,C,la,de,2,0.2,7,0.7,1
D,A,0,F,S,0,0,0,V,False,False,2,False,13,C,circunstancia,la,1,0.1,8,0.8,1
N,C,F,S,0,0,0,0,V,False,True,13,False,0,N,1r03r03032,circunstancia,0,0.0,9,0.9,4
V,M,I,S,3,S,0,0,C,True,False,7,False,1,V,a,Comenzó,5,0.833333333333,0,0.0,0
S,P,S,0,0,0,0,0,V,False,False,1,True,10,V,endilgarle,a,4,0.666666666667,1,0.166666666667,0
V,M,N,0,0,0,0,0,V,False,False,10,False,10,V,invectivas,endilgarle,3,0.5,2,0.333333333333,3
N,C,F,P,0,0,0,0,C,False,False,10,False,1,V,e,invectivas,2,0.333333333333,3,0.5,4
C,C,0,0,0,0,0,0,V,False,False,1,False,8,V,injurias,e,1,0.166666666667,4,0.666666666667,0
N,C,F,P,0,0,0,0,C,False,True,8,False,0,N,1r03r03032,injurias,0,0.0,5,0.833333333333,4
V,M,I,S,3,S,0,0,V,True,False,4,False,3,C,que,Tuvo,4,0.8,0,0.0,3
C,S,0,0,0,0,0,0,V,False,False,3,True,8,C,peinarse,que,3,0.6,1,0.2,1
V,M,N,0,0,0,0,0,V,False,False,8,False,1,C,y,peinarse,2,0.4,2,0.4,2
C,C,0,0,0,0,0,0,C,False,False,1,True,9,V,afeitarse,y,1,0.2,3,0.6,0
V,M,N,0,0,0,0,0,V,False,True,9,False,0,N,1r03r03032,afeitarse,0,0.0,4,0.8,4
D,A,0,M,S,0,0,0,C,True,False,2,False,11,V,afictionado,El,3,0.75,0,0.0,0
N,C,M,S,0,0,0,0,V,False,False,11,True,3,V,era,afictionado,2,0.5,1,0.25,4
V,S,I,I,1,S,0,0,V,False,False,3,False,9,V,inexperto,era,1,0.25,2,0.5,1
A,Q,0,M,S,0,0,0,V,False,True,9,False,0,N,1r03r03032,inexperto,0,0.0,3,0.75,4
V,S,I,I,1,S,0,0,V,True,False,3,False,2,V,un,Era,7,0.875,0,0.0,1
D,I,0,M,S,0,0,0,C,False,False,2,False,6,C,hombre,un,6,0.75,1,0.125,0
N,C,M,S,0,0,0,0,V,False,False,6,False,2,C,de,hombre,5,0.625,2,0.25,3
S,P,S,0,0,0,0,0,V,False,False,2,False,11,C,pensamiento,de,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,V,False,False,11,False,9,C,dogmático,pensamiento,3,0.375,4,0.5,1
A,Q,0,M,S,0,0,0,V,False,False,9,False,1,V,e,dogmático,2,0.25,5,0.625,3
C,C,0,0,0,0,0,0,V,False,False,1,False,10,V,invariante,e,1,0.125,6,0.75,0
A,Q,0,C,S,0,0,0,V,False,True,10,False,0,N,1r03r03032,invariante,0,0.0,7,0.875,4
V,M,I,S,3,P,0,0,C,True,False,11,False,2,V,un,Propusieron,8,0.888888888889,0,0.0,3
D,I,0,M,S,0,0,0,C,False,False,2,False,4,C,plan,un,7,0.777777777778,1,0.111111111111,1
N,C,M,S,0,0,0,0,C,False,False,4,False,2,C,de,plan,6,0.666666666667,2,0.222222222222,2
S,P,S,0,0,0,0,0,V,False,False,2,False,11,C,reinversión,de,5,0.555555555556,3,0.333333333333,1
N,C,F,S,0,0,0,0,C,False,False,11,False,2,V,en,reinversión,4,0.444444444444,4,0.444444444444,3
S,P,S,0,0,0,0,0,C,False,False,2,False,2,C,la,en,3,0.333333333333,5,0.555555555556,1
D,A,0,F,S,0,0,0,V,False,False,2,False,9,V,industria,la,2,0.222222222222,6,0.666666666667,0
N,C,F,S,0,0,0,0,V,False,False,9,False,11,C,metalúrgica,industria,1,0.111111111111,7,0.777777777778,1
A,Q,0,F,S,0,0,0,V,False,True,11,False,0,N,1r03r03032,metalúrgica,0,0.0,8,0.888888888889,4
D,A,0,M,S,0,0,0,C,True,False,2,False,10,C,murciélago,El,4,0.8,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,10,True,2,V,es,murciélago,3,0.6,1,0.2,3
V,S,I,P,3,S,0,0,C,False,False,2,False,2,V,un,es,2,0.4,2,0.4,0
D,I,0,M,S,0,0,0,C,False,False,2,False,10,C,quiróptero,un,1,0.2,3,0.6,1
N,C,M,S,0,0,0,0,V,False,True,10,False,0,N,1r03r03032,quiróptero,0,0.0,4,0.8,4
D,A,0,M,S,0,0,0,C,True,False,2,False,4,V,edil,El,5,0.833333333333,0,0.0,0
N,C,M,S,0,0,0,0,C,False,False,4,True,7,C,propuso,edil,4,0.666666666667,1,0.166666666667,3
V,M,I,S,3,S,0,0,V,False,False,7,False,2,V,un,propuso,3,0.5,2,0.333333333333,3
D,I,0,M,S,0,0,0,C,False,False,2,False,5,C,nuevo,un,2,0.333333333333,3,0.5,0
A,Q,0,M,S,0,0,0,V,False,False,5,False,5,C,canon,nuevo,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,C,False,True,5,False,0,N,1r03r03032,canon,0,0.0,5,0.833333333333,4
D,A,0,F,S,0,0,0,V,True,False,2,False,8,V,araucana,La,4,0.8,0,0.0,0
N,C,F,S,0,0,0,0,V,False,False,8,True,4,C,teje,araucana,3,0.6,1,0.2,3
V,M,I,P,3,S,0,0,V,False,False,4,False,2,V,un,teje,2,0.4,2,0.4,1
D,I,0,M,S,0,0,0,C,False,False,2,False,7,C,felpudo,un,1,0.2,3,0.6,1
N,C,M,S,0,0,0,0,V,False,True,7,False,0,N,1r03r03032,felpudo,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,C,True,False,7,False,1,V,a,Comenzó,5,0.833333333333,0,0.0,0
S,P,S,0,0,0,0,0,V,False,False,1,True,6,C,cundir,a,4,0.666666666667,1,0.166666666667,1
V,M,N,0,0,0,0,0,C,False,False,6,False,3,V,esa,cundir,3,0.5,2,0.333333333333,4
D,D,0,F,S,0,0,0,V,False,False,3,False,7,V,actitud,esa,2,0.333333333333,3,0.5,1
N,C,F,S,0,0,0,0,C,False,False,7,False,10,C,negligente,actitud,1,0.166666666667,4,0.666666666667,1
A,Q,0,C,S,0,0,0,V,False,True,10,False,0,N,1r03r03032,negligente,0,0.0,5,0.833333333333,4
P,I,0,M,P,0,0,0,C,True,False,7,True,5,C,dicen,Algunos,6,0.857142857143,0,0.0,1
V,M,I,P,3,P,0,0,C,False,False,5,False,5,C,gamba,dicen,5,0.714285714286,1,0.142857142857,3
N,C,F,S,0,0,0,0,V,False,False,5,False,2,V,en,gamba,4,0.571428571429,2,0.285714285714,4
S,P,S,0,0,0,0,0,C,False,False,2,False,3,C,vez,en,3,0.428571428571,3,0.428571428571,1
S,P,S,0,0,0,0,0,C,False,False,3,False,2,C,de,vez,2,0.285714285714,4,0.571428571429,1
S,P,S,0,0,0,0,0,V,False,False,2,False,6,C,pierna,de,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,pierna,0,0.0,6,0.857142857143,4
V,M,I,P,3,P,0,0,C,True,False,8,False,2,C,la,Examinan,5,0.833333333333,0,0.0,3
D,A,0,F,S,0,0,0,V,False,False,2,False,8,C,fluencia,la,4,0.666666666667,1,0.166666666667,1
N,C,F,S,0,0,0,0,V,False,False,8,False,2,C,de,fluencia,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,V,False,False,2,False,3,C,los,de,2,0.333333333333,3,0.5,1
D,A,0,M,P,0,0,0,C,False,False,3,False,10,C,leucocitos,los,1,0.166666666667,4,0.666666666667,1
N,C,M,P,0,0,0,0,C,False,True,10,False,0,N,1r03r03032,leucocitos,0,0.0,5,0.833333333333,4
P,0,0,0,0,0,0,0,V,True,False,2,True,7,C,hallaba,Se,8,0.888888888889,0,0.0,0
V,M,I,I,1,S,0,0,V,False,False,7,False,1,V,a,hallaba,7,0.777777777778,1,0.111111111111,3
S,P,S,0,0,0,0,0,V,False,False,1,False,3,C,dos,a,6,0.666666666667,2,0.222222222222,1
Z,0,0,0,0,0,0,0,C,False,False,3,False,6,C,leguas,dos,5,0.555555555556,3,0.333333333333,1
N,C,F,P,0,0,0,0,C,False,False,6,False,3,C,del,leguas,4,0.444444444444,4,0.444444444444,3
S,P,S,0,0,0,0,0,C,False,False,3,False,6,V,umbral,del,3,0.333333333333,5,0.555555555556,0
N,C,M,S,0,0,0,0,C,False,False,6,False,3,C,del,umbral,2,0.222222222222,6,0.666666666667,2
S,P,S,0,0,0,0,0,C,False,False,3,False,5,C,feudo,del,1,0.111111111111,7,0.777777777778,1
N,C,M,S,0,0,0,0,V,False,True,5,False,0,N,1r03r03032,feudo,0,0.0,8,0.888888888889,4
V,A,I,P,3,S,0,0,C,True,False,4,False,9,V,adscripto,Está,6,0.857142857143,0,0.0,0
N,C,M,S,0,0,0,0,V,False,False,9,False,1,V,a,adscripto,5,0.714285714286,1,0.142857142857,3
S,P,S,0,0,0,0,0,V,False,False,1,False,2,C,la,a,4,0.571428571429,2,0.285714285714,1
D,A,0,F,S,0,0,0,V,False,False,2,False,7,C,cátedra,la,3,0.428571428571,3,0.428571428571,1
N,C,F,S,0,0,0,0,V,False,False,7,False,2,C,de,cátedra,2,0.285714285714,4,0.571428571429,1
S,P,S,0,0,0,0,0,V,False,False,2,False,11,C,lingüística,de,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,V,False,True,11,False,0,N,1r03r03032,lingüística,0,0.0,6,0.857142857143,4
V,M,I,S,3,S,0,0,V,True,False,4,False,11,C,xilografías,Hizo,3,0.75,0,0.0,3
N,C,F,P,0,0,0,0,C,False,False,11,False,2,V,en,xilografías,2,0.5,1,0.25,3
S,P,S,0,0,0,0,0,C,False,False,2,False,6,C,Egipto,en,1,0.25,2,0.5,0
N,P,0,0,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,Egipto,0,0.0,3,0.75,4
D,A,0,M,P,0,0,0,C,True,False,3,False,9,C,suplentes,Los,3,0.75,0,0.0,0
N,C,C,P,0,0,0,0,C,False,False,9,True,5,V,están,suplentes,2,0.5,1,0.25,3
V,A,I,P,3,P,0,0,C,False,False,5,True,10,C,resfriados,están,1,0.25,2,0.5,1
V,M,P,0,0,P,M,0,C,False,True,10,False,0,N,1r03r03032,resfriados,0,0.0,3,0.75,4
D,A,0,F,S,0,0,0,V,True,False,2,False,5,C,felpa,La,3,0.75,0,0.0,1
N,C,F,S,0,0,0,0,V,False,False,5,True,4,V,está,felpa,2,0.5,1,0.25,3
V,A,I,P,3,S,0,0,C,False,False,4,True,10,V,apelmazada,está,1,0.25,2,0.5,0
V,M,P,0,0,S,F,0,V,False,True,10,False,0,N,1r03r03032,apelmazada,0,0.0,3,0.75,4
V,M,I,I,1,S,0,0,V,True,False,10,False,2,V,un,Necesitaba,5,0.833333333333,0,0.0,1
D,I,0,M,S,0,0,0,C,False,False,2,False,9,V,enfriador,un,4,0.666666666667,1,0.166666666667,0
N,C,M,S,0,0,0,0,C,False,False,9,False,4,C,para,enfriador,3,0.5,2,0.333333333333,4
S,P,S,0,0,0,0,0,V,False,False,4,False,2,V,el,para,2,0.333333333333,3,0.5,0
D,A,0,M,S,0,0,0,C,False,False,2,False,4,V,iglú,el,1,0.166666666667,4,0.666666666667,0
N,C,M,S,0,0,0,0,C,False,True,4,False,0,N,1r03r03032,iglú,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,C,True,False,2,False,6,C,dintel,El,5,0.833333333333,0,0.0,1
N,C,M,S,0,0,0,0,C,False,False,6,True,5,V,apoya,dintel,4,0.666666666667,1,0.166666666667,4
V,M,I,P,3,S,0,0,V,False,False,5,False,2,V,en,apoya,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,C,False,False,2,False,3,C,los,en,2,0.333333333333,3,0.5,1
D,A,0,M,P,0,0,0,C,False,False,3,False,9,C,capialgos,los,1,0.166666666667,4,0.666666666667,1
N,C,M,P,0,0,0,0,C,False,True,9,False,0,N,1r03r03032,capialgos,0,0.0,5,0.833333333333,4
V,M,I,I,1,S,0,0,V,True,False,5,True,9,C,mezclarlo,Debía,3,0.75,0,0.0,1
V,M,N,0,0,0,0,0,V,False,False,9,False,3,C,con,mezclarlo,2,0.5,1,0.25,3
S,P,S,0,0,0,0,0,C,False,False,3,False,9,C,glicerina,con,1,0.25,2,0.5,1
N,C,F,S,0,0,0,0,V,False,True,9,False,0,N,1r03r03032,glicerina,0,0.0,3,0.75,4
V,S,I,S,3,S,0,0,V,True,False,3,False,9,C,peligrosa,Fue,6,0.857142857143,0,0.0,1
A,Q,0,F,S,0,0,0,V,False,False,9,False,2,C,la,peligrosa,5,0.714285714286,1,0.142857142857,3
D,A,0,F,S,0,0,0,V,False,False,2,False,11,C,bifurcación,la,4,0.571428571429,2,0.285714285714,1
N,C,F,S,0,0,0,0,C,False,False,11,False,2,C,de,bifurcación,3,0.428571428571,3,0.428571428571,1
S,P,S,0,0,0,0,0,V,False,False,2,False,3,C,las,de,2,0.285714285714,4,0.571428571429,1
D,A,0,F,P,0,0,0,C,False,False,3,False,9,V,esquirlas,las,1,0.142857142857,5,0.714285714286,0
N,C,F,P,0,0,0,0,C,False,True,9,False,0,N,1r03r03032,esquirlas,0,0.0,6,0.857142857143,4
V,S,I,P,3,P,0,0,C,True,False,3,False,6,C,lentes,Son,4,0.8,0,0.0,1
N,C,C,P,0,0,0,0,C,False,False,6,False,12,C,bicapsulares,lentes,3,0.6,1,0.2,3
A,Q,0,C,P,0,0,0,C,False,False,12,False,1,C,y,bicapsulares,2,0.4,2,0.4,3
C,C,0,0,0,0,0,0,C,False,False,1,False,8,C,convexos,y,1,0.2,3,0.6,1
A,Q,0,M,P,0,0,0,C,False,True,8,False,0,N,1r03r03032,convexos,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,C,True,False,6,False,2,V,un,Compró,4,0.8,0,0.0,3
D,I,0,M,S,0,0,0,C,False,False,2,False,5,C,tonel,un,3,0.6,1,0.2,1
N,C,M,S,0,0,0,0,C,False,False,5,False,2,C,de,tonel,2,0.4,2,0.4,2
S,P,S,0,0,0,0,0,V,False,False,2,False,9,C,membrillo,de,1,0.2,3,0.6,1
N,C,M,S,0,0,0,0,V,False,True,9,False,0,N,1r03r03032,membrillo,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,V,True,False,4,False,3,C,que,Tuvo,4,0.8,0,0.0,3
C,S,0,0,0,0,0,0,V,False,False,3,True,9,C,confiarle,que,3,0.6,1,0.2,1
V,M,N,0,0,0,0,0,V,False,False,9,False,2,C,la,confiarle,2,0.4,2,0.4,3
D,A,0,F,S,0,0,0,V,False,False,2,False,8,C,postdata,la,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,V,False,True,8,False,0,N,1r03r03032,postdata,0,0.0,4,0.8,4
V,M,M,0,3,S,0,0,V,True,False,8,False,2,V,el,Averigüe,4,0.8,0,0.0,0
D,A,0,M,S,0,0,0,C,False,False,2,False,11,C,significado,el,3,0.6,1,0.2,1
N,C,M,S,0,0,0,0,V,False,False,11,False,2,C,de,significado,2,0.4,2,0.4,3
S,P,S,0,0,0,0,0,V,False,False,2,False,10,C,conmixtión,de,1,0.2,3,0.6,1
